col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
facea0f6-fd67-49bb-935f-0d71193882e9,2022-01-26T15:06:44,MotionDetect,False,Motion,100,43,Floor 5,503,M
feac785f-f1a2-4183-af32-212e94c39d99,2022-01-26T15:11:37,MotionDetect,True,Motion,100,62,Floor 5,503,M
4032ce82-aab7-4aaa-8cde-06c2db3e83fb,2022-01-26T15:11:39,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
1d8ce57d-b3fa-4a35-8986-4b52bbb112ef,2022-01-26T15:11:45,MotionDetect,False,Motion,100,48,Floor 5,503,M
56666e41-342b-49fe-a62c-0e1bdf6753cf,2022-01-26T15:16:05,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
d4257f1b-a17d-482f-b34c-3d8e4a704c02,2022-01-26T15:26:17,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
f83d677f-f5b8-45a5-a55c-4aaad0f86bdc,2022-01-26T15:50:53,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
8cb2b7f5-de5f-47c2-b0ae-4222163484ea,2022-01-26T16:19:10,MotionDetect,True,Motion,100,77,Floor 5,503,MTH
4722ab23-51a7-4d70-abbe-95893d28f6b8,2022-01-26T16:22:03,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
a97dd07b-8ca4-4204-ab48-4cd0e16ec1d0,2022-01-26T16:23:07,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
f786cae9-16e9-472d-9911-b0052957e8ce,2022-01-26T16:24:22,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
606cbc20-89b4-489b-9462-6409ff383357,2022-01-26T16:26:05,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
fe6bc8ba-4021-414f-afe8-8a9aafe4de0c,2022-01-26T16:29:35,MotionDetect,True,Motion,100,81,Floor 5,503,MTH
294e7c2a-3a16-48cc-85cb-1394e448c8c0,2022-01-26T16:30:47,MotionDetect,True,Motion,100,83,Floor 5,503,MTH
f3bb06b9-f0a0-477d-9e55-af95ec7de781,2022-01-26T16:38:57,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
6cfed49b-706e-472b-8cd1-f168695bc403,2022-01-26T16:40:12,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
e27a48b9-7911-4b4c-b40f-73c595008827,2022-01-26T16:44:11,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
df1a669e-829d-448b-833a-5e28be37f088,2022-01-26T16:46:22,DoorData,True,Door Position,100,82,Floor 5,503,D
251e7622-56a6-464e-aa8d-da89552b32f3,2022-01-26T16:47:53,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
18616f42-c6e2-4b08-8410-186fa3b39366,2022-01-26T16:51:10,MotionDetect,True,Motion,100,77,Floor 5,503,MTH
c22108fa-6c93-488a-a6d3-cb2bbb46c0b4,2022-01-26T16:52:18,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
9353b8db-2801-4c1b-90ab-53db166d4e92,2022-01-26T16:53:27,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
492c5528-a6c2-4627-9ae1-8762bbd15f69,2022-01-26T16:54:29,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
e3d4d57f-031b-45b1-8a1a-7eb1d28f31f6,2022-01-26T16:55:38,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
5ed89773-ec8a-4f6f-9ea6-199d30d0962e,2022-01-26T16:57:18,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
86a0e435-7cae-4fd2-b033-ae7d913c9368,2022-01-26T17:03:05,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
41ae1eeb-7d47-40bb-aed5-e8f775869deb,2022-01-26T17:04:21,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
f62ed935-3faa-4f58-ace7-121848bcb5da,2022-01-26T17:04:28,MotionDetect,True,Motion,100,63,Floor 5,503,M
f6009c05-2e49-4dd7-a8d5-55abc8ed6463,2022-01-26T17:04:35,MotionDetect,False,Motion,100,60,Floor 5,503,M
1245e81a-3529-46dd-a8b9-9bfb0a61a794,2022-01-26T17:06:39,MotionDetect,True,Motion,100,81,Floor 5,503,MTH
2378365b-1664-47ba-b35b-91e8a833c710,2022-01-26T17:10:33,MotionDetect,True,Motion,100,83,Floor 5,503,MTH
261c5345-a3f8-47df-add7-8bc4e218bba4,2022-01-26T17:12:37,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
3bd11ec8-9ed9-4fe3-b861-310d7c4b9efc,2022-01-26T17:12:38,MotionDetect,True,Motion,100,58,Floor 5,503,M
2b5c1bed-5220-43e5-824d-e4e912cd8209,2022-01-26T17:12:49,MotionDetect,False,Motion,100,63,Floor 5,503,M
d948e80f-3c09-48ed-93fb-f3badb99ec97,2022-01-26T17:15:27,MotionDetect,True,Motion,100,61,Floor 5,503,M
f601ca33-bde1-4fab-9c5d-c157023dd5bc,2022-01-26T17:15:32,MotionDetect,True,Motion,100,82,Floor 5,503,MTH
653eb5f8-6b93-40f3-9abb-ad6cb32a9dbc,2022-01-26T17:15:39,MotionDetect,False,Motion,100,60,Floor 5,503,M
5f8058af-dd9c-4594-bb58-1a563542947a,2022-01-26T17:16:04,MotionDetect,True,Motion,100,63,Floor 5,503,M
988cfcc3-2ce7-42f6-8090-72e6bddfdd5b,2022-01-26T17:16:20,MotionDetect,False,Motion,100,65,Floor 5,503,M
670c89bb-9d74-41e2-ae12-bb6570649846,2022-01-26T17:16:26,MotionDetect,True,Motion,100,65,Floor 5,503,M
9830b759-4b1f-4b93-9e1f-07d850f4929d,2022-01-26T17:16:36,MotionDetect,False,Motion,100,61,Floor 5,503,M
3b99b902-37f5-475a-b25f-ef05c8d617d3,2022-01-26T17:16:43,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
81fdb407-6fb7-445a-807b-c010c08bd630,2022-01-26T17:17:01,MotionDetect,True,Motion,100,64,Floor 5,503,M
20e8361b-36c9-45e3-9c94-a41dfac1c8dd,2022-01-26T17:17:17,MotionDetect,False,Motion,100,65,Floor 5,503,M
f92a4c9b-89c7-425f-87be-5d9d9a23c5ac,2022-01-26T17:17:43,MotionDetect,True,Motion,100,84,Floor 5,503,MTH
b24c0710-2490-480c-b92e-8fc430947c58,2022-01-26T17:17:59,MotionDetect,True,Motion,100,60,Floor 5,503,M
7458950f-fd8e-48c8-8f88-0e76a45eef2d,2022-01-26T17:18:20,MotionDetect,False,Motion,100,58,Floor 5,503,M
f4d19cee-1984-4ce1-a9e2-3fd3e0131f0e,2022-01-26T17:18:36,MotionDetect,True,Motion,100,64,Floor 5,503,M
65ff0daa-f74f-459c-98d6-257fdeb79693,2022-01-26T17:18:52,MotionDetect,False,Motion,100,60,Floor 5,503,M
6b0808a0-8894-40ee-af8c-533eab372967,2022-01-26T17:19:09,MotionDetect,True,Motion,100,82,Floor 5,503,MTH
2da38a9e-cb05-41de-8925-abb4bf8c7cb5,2022-01-26T17:19:21,MotionDetect,True,Motion,100,62,Floor 5,503,M
b9894988-95c4-4d8e-9182-9731b4bf89b3,2022-01-26T17:19:30,MotionDetect,False,Motion,100,66,Floor 5,503,M
69643cff-b7ca-42a2-8bd7-9d5bfc29a184,2022-01-26T17:20:01,MotionDetect,True,Motion,100,63,Floor 5,503,M
6cc22c10-2fcc-4044-8192-d714ea2816d8,2022-01-26T17:20:15,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
42a9a850-6554-4ec4-aaf8-0c288d725407,2022-01-26T17:20:23,MotionDetect,False,Motion,100,61,Floor 5,503,M
62962adc-3194-4239-b6fe-e76b32bee61a,2022-01-26T17:21:28,MotionDetect,True,Motion,100,86,Floor 5,503,MTH
0cd171e8-3aa0-4118-af44-c602aa5ddff6,2022-01-26T17:22:35,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
13486fab-72f0-40f1-9c2a-1ebf8af977c1,2022-01-26T17:22:39,MotionDetect,True,Motion,100,55,Floor 5,503,M
5ea71a91-d372-43c9-926c-0e20bba2a79d,2022-01-26T17:22:49,MotionDetect,False,Motion,100,58,Floor 5,503,M
b01beb15-d0f6-4ccf-aaeb-05ba1e6e31bf,2022-01-26T17:22:57,MotionDetect,True,Motion,100,63,Floor 5,503,M
41423e44-1c62-4456-a376-34f2839f7a8e,2022-01-26T17:23:07,MotionDetect,False,Motion,100,58,Floor 5,503,M
bf42e152-bd16-4680-912c-f1fbf363d44c,2022-01-26T17:23:35,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
44d9bd35-383c-4cec-a824-5a773f202ee3,2022-01-26T17:24:43,MotionDetect,True,Motion,100,86,Floor 5,503,MTH
9b4ea004-852b-47eb-a3fd-1031e19cf628,2022-01-26T17:25:52,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
df7542ac-d421-4235-b697-90ca1af87a72,2022-01-26T17:26:10,MotionDetect,True,Motion,100,58,Floor 5,503,M
4fcb408f-f01d-494e-b997-d261a6c82326,2022-01-26T17:26:20,MotionDetect,False,Motion,100,48,Floor 5,503,M
40dac791-9929-4f02-b47c-deb2ef81251d,2022-01-26T17:26:40,MotionDetect,True,Motion,100,64,Floor 5,503,M
498a86ee-73e4-4a2c-b6c1-b91614dc9705,2022-01-26T17:26:50,MotionDetect,False,Motion,100,62,Floor 5,503,M
1bebe0b4-9bf1-45dd-8bc8-029116d4cb52,2022-01-26T17:27:07,MotionDetect,True,Motion,100,77,Floor 5,503,MTH
e51a3974-f8ec-4984-a4f5-65b74ddf64a7,2022-01-26T17:27:31,MotionDetect,True,Motion,100,61,Floor 5,503,M
9f6ed6d1-4341-4f8d-9f4d-cf7073723bcb,2022-01-26T17:27:41,DoorData,False,Door Position,100,80,Floor 5,503,D
30050513-a49a-4f6b-a56f-49a4b20b403a,2022-01-26T17:27:46,DoorData,True,Door Position,100,83,Floor 5,503,D
85702c57-5642-4c78-a4f7-f1853af203a3,2022-01-26T17:27:52,MotionDetect,False,Motion,100,61,Floor 5,503,M
ab39dd0d-9dd9-4a0c-881b-ad49cdec00c6,2022-01-26T19:27:07,MotionDetect,False,Motion,100,79,Floor 5,503,MTH
ba7298f1-dc5c-41e7-abf9-7ba7ae549a88,2022-01-26T19:27:46,DoorData,True,Door Position,100,82,Floor 5,503,D
2fe8fdc3-5459-401f-a35a-a9f6770634d2,2022-01-26T19:27:53,MotionDetect,False,Motion,100,62,Floor 5,503,M
c507ed45-21c4-46b0-b5dd-eaf422ed696f,2022-01-26T21:27:06,MotionDetect,False,Motion,100,85,Floor 5,503,MTH
6b7a859d-c4ee-4eca-92d6-5d9819399941,2022-01-26T21:27:45,DoorData,True,Door Position,100,80,Floor 5,503,D
2f3b06e9-387b-4a1c-92f1-4df0b642adf0,2022-01-26T21:27:53,MotionDetect,False,Motion,100,55,Floor 5,503,M
50beb415-917a-4602-9c29-8d6de68a2efd,2022-01-26T21:29:59,DoorData,False,Door Position,100,83,Floor 5,503,D
31896127-ae53-46fc-a214-8f2ce307ac6d,2022-01-26T21:30:01,MotionDetect,True,Motion,100,24,Floor 5,503,M
04cc4a07-dc39-4934-91fd-59957db74aa8,2022-01-26T21:30:04,DoorData,True,Door Position,100,83,Floor 5,503,D
3718f9b3-50aa-474a-b1c5-52796d417fb7,2022-01-26T21:30:08,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
7c9b1195-ef4b-43e6-b0c1-4da280f177d6,2022-01-26T21:30:10,MotionDetect,False,Motion,100,60,Floor 5,503,M
cfa878dd-6cc0-4bce-9267-f27b0fe20edd,2022-01-26T21:30:27,MotionDetect,True,Motion,100,48,Floor 5,503,M
38709297-7535-4332-aa3b-4733af5db936,2022-01-26T21:30:37,MotionDetect,False,Motion,100,64,Floor 5,503,M
34300bbc-8b2e-4e59-8df6-4bae6e52957a,2022-01-26T21:32:51,MotionDetect,True,Motion,100,58,Floor 5,503,M
26c13d26-6434-40bc-9d7a-93e7d82032c1,2022-01-26T21:32:54,MotionDetect,True,Motion,100,74,Floor 5,503,MTH
25704c8e-2890-465d-8ee5-ca133fc08633,2022-01-26T21:33:01,MotionDetect,False,Motion,100,62,Floor 5,503,M
832ac396-d922-49b9-865c-fe6505ce67af,2022-01-26T21:36:47,MotionDetect,True,Motion,100,83,Floor 5,503,MTH
a2aec2a2-e53d-47b6-9a02-1384032bc3e1,2022-01-26T21:38:23,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
4eec284c-ce9d-4a07-8c25-aec15f4a18b6,2022-01-26T21:39:29,MotionDetect,True,Motion,100,73,Floor 5,503,MTH
86a26924-5097-40a6-a3ea-6e177c93482b,2022-01-26T21:40:40,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
19e754c1-cba1-42d0-b2ba-c8fe037ba00c,2022-01-26T21:41:35,MotionDetect,True,Motion,100,55,Floor 5,503,M
d5a88156-874c-4afe-b137-1f4918d8d7de,2022-01-26T21:41:42,MotionDetect,False,Motion,100,55,Floor 5,503,M
3b09d114-005f-48b8-b8a3-f59af37b0285,2022-01-26T21:41:48,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
0564bd6f-358b-44d9-af32-77011d7330f7,2022-01-26T21:43:15,MotionDetect,True,Motion,100,48,Floor 5,503,M
da23bb9c-345b-4cd6-a513-5fe327734eaa,2022-01-26T21:43:22,MotionDetect,False,Motion,100,50,Floor 5,503,M
fdf06513-c010-4841-b50a-1a244585f6c2,2022-01-26T21:43:25,MotionDetect,True,Motion,100,82,Floor 5,503,MTH
c2cee93b-8581-4d14-bbe2-273ff01e7237,2022-01-26T21:43:36,MotionDetect,True,Motion,100,53,Floor 5,503,M
81226cad-e96c-4960-b00d-32e6e963672a,2022-01-26T21:43:43,MotionDetect,False,Motion,100,64,Floor 5,503,M
81902acf-9b4c-4f09-aa56-748ce467dcf4,2022-01-26T21:43:48,MotionDetect,True,Motion,100,58,Floor 5,503,M
dcb784f1-ab66-4a0e-b45e-d54110000817,2022-01-26T21:43:58,MotionDetect,False,Motion,100,65,Floor 5,503,M
090da971-6b15-48e5-b7ef-64f99c1f5f7e,2022-01-26T21:44:23,MotionDetect,True,Motion,100,53,Floor 5,503,M
9eeb7230-1b44-493d-ab2c-7a51fe271534,2022-01-26T21:44:28,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
4cd90745-b848-4b9a-9354-c98b137bd547,2022-01-26T21:44:36,MotionDetect,False,Motion,100,55,Floor 5,503,M
55ca94d0-1047-4e3a-92e6-eecff1bef0a0,2022-01-26T21:45:10,MotionDetect,True,Motion,100,64,Floor 5,503,M
0041ad2a-47f7-4231-9ffd-4dfd883d6071,2022-01-26T21:45:27,MotionDetect,False,Motion,100,63,Floor 5,503,M
0d695fc9-d311-4864-8816-20a43b5ec89e,2022-01-26T21:45:34,MotionDetect,True,Motion,100,64,Floor 5,503,M
1237291c-0b7e-4e3a-9346-d9279ec900e0,2022-01-26T21:45:39,MotionDetect,True,Motion,100,83,Floor 5,503,MTH
2d06528e-66be-4209-8ac9-cc4d355004f5,2022-01-26T21:45:46,MotionDetect,False,Motion,100,50,Floor 5,503,M
3418af15-6089-44e0-8331-91a242223013,2022-01-26T21:45:59,MotionDetect,True,Motion,100,62,Floor 5,503,M
4a4a09a8-c265-4c83-b527-505e9cace74b,2022-01-26T21:46:10,MotionDetect,False,Motion,100,58,Floor 5,503,M
858ce623-303b-44e4-9ee2-70ef43c25ca3,2022-01-26T21:46:17,MotionDetect,True,Motion,100,65,Floor 5,503,M
a8ced494-23c7-42c8-a206-b7ffc9658745,2022-01-26T21:46:29,MotionDetect,False,Motion,100,48,Floor 5,503,M
c81963f4-4b81-4f69-9bc2-08ea0257037f,2022-01-26T21:46:48,MotionDetect,True,Motion,100,84,Floor 5,503,MTH
c46fc588-a3af-4be9-9c19-319ee9c067a5,2022-01-26T21:46:51,MotionDetect,True,Motion,100,67,Floor 5,503,M
7a8b14bb-aa4b-4402-8cce-23d438ebf7f8,2022-01-26T21:47:04,MotionDetect,False,Motion,100,66,Floor 5,503,M
25732869-c3d1-4194-b2bf-cc1969077811,2022-01-26T21:47:09,MotionDetect,True,Motion,100,38,Floor 5,503,M
e1696629-b77f-42cc-ba6b-f2a3d2cede1e,2022-01-26T21:47:23,MotionDetect,False,Motion,100,67,Floor 5,503,M
306073c2-5c21-4d68-9d6f-27ed36a3704a,2022-01-26T21:47:53,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
ce7987d1-06ab-4618-af23-d10ab4ff6f83,2022-01-26T21:48:36,MotionDetect,True,Motion,100,53,Floor 5,503,M
70cf62f6-4954-4bf5-a9e5-8ab3091df6ea,2022-01-26T21:48:57,MotionDetect,False,Motion,100,63,Floor 5,503,M
c78dfe70-c7c1-4a79-8200-647b7ce27b70,2022-02-01T00:29:54,MotionDetect,False,Motion,100,80,Floor 5,503,MTH
b079e8a2-35b0-4dc0-9f37-d445f11cf722,2022-02-01T00:30:11,DoorData,True,Door Position,100,83,Floor 5,503,D
ee285278-2876-4ed9-95c8-47ddf540e9d6,2022-02-01T00:30:16,MotionDetect,False,Motion,100,38,Floor 5,503,M
2502c1e3-e36d-4116-b9aa-0ce6a99c4dd9,2022-02-01T02:29:54,MotionDetect,False,Motion,100,81,Floor 5,503,MTH
e6ad9249-445f-45cd-a516-36d6021f5857,2022-02-01T02:30:11,DoorData,True,Door Position,100,83,Floor 5,503,D
c1ac486d-bf49-4f2c-ab22-db31643eec0a,2022-02-01T02:30:16,MotionDetect,False,Motion,100,48,Floor 5,503,M
ae43bbc5-2a83-4ccf-b619-acdb2b33e46c,2022-02-01T04:29:53,MotionDetect,False,Motion,100,85,Floor 5,503,MTH
dd18c644-b6f9-4c8a-8efe-9f93f5a0d680,2022-02-01T04:30:10,DoorData,True,Door Position,100,80,Floor 5,503,D
c86d6ab9-b6c2-4657-b72d-4a913750b485,2022-02-01T04:30:15,MotionDetect,False,Motion,100,58,Floor 5,503,M
f7d77054-d59f-4cc4-a6d5-214a82050b10,2022-02-01T06:29:56,MotionDetect,False,Motion,100,84,Floor 5,503,MTH
707cb106-1dd2-4648-9060-dcb37894336a,2022-02-01T06:30:13,DoorData,True,Door Position,100,80,Floor 5,503,D
c5ce9b61-d14d-4030-a858-7a454a544ee2,2022-02-01T06:30:18,MotionDetect,False,Motion,100,41,Floor 5,503,M
64bb83b7-0683-4c77-8142-46ba3910ce63,2022-02-01T08:19:23,MotionDetect,True,Motion,100,55,Floor 5,503,M
2acf1887-d3f7-4b07-b486-7218f964f848,2022-02-01T08:19:23,DoorData,False,Door Position,100,80,Floor 5,503,D
2ef0bf5a-6fd3-443a-b3da-b3b6133c2167,2022-02-01T08:19:27,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
d0dd50fd-f28b-4c0f-bed8-d907c1606e80,2022-02-01T08:19:28,DoorData,True,Door Position,100,78,Floor 5,503,D
0e725d03-42da-4982-86bc-9e5c0aa8840b,2022-02-01T08:19:36,DoorData,False,Door Position,100,83,Floor 5,503,D
23cb881e-e27e-42fe-9b1b-fde6f19c4a76,2022-02-01T08:19:40,DoorData,True,Door Position,100,86,Floor 5,503,D
14484a2a-a59f-4353-8d8e-cd83abfb51bb,2022-02-01T08:19:46,MotionDetect,False,Motion,100,41,Floor 5,503,M
34505960-87e8-4335-ba5a-5fb1e2f090a2,2022-02-01T08:54:36,DoorData,False,Door Position,100,83,Floor 5,503,D
30a68209-928e-4c2f-870c-ca45f29ab573,2022-02-01T08:54:37,MotionDetect,True,Motion,100,43,Floor 5,503,M
f2e6cbc1-2512-415f-9bea-b4d7f35761be,2022-02-01T08:54:51,MotionDetect,True,Motion,100,68,Floor 5,503,MTH
6a53cd56-ba40-4e46-a5f7-309840cbaa0b,2022-02-01T08:54:58,MotionDetect,False,Motion,100,41,Floor 5,503,M
fe3bb4ee-6fce-4822-a3c2-ae2fbe152e62,2022-02-01T08:55:29,MotionDetect,True,Motion,100,50,Floor 5,503,M
fbf2172f-52ee-47e0-b4d1-111f79176cdd,2022-02-01T08:55:52,MotionDetect,True,Motion,100,83,Floor 5,503,MTH
e9e4e081-5c08-49ae-88a8-f9ac39525098,2022-02-01T08:55:59,MotionDetect,False,Motion,100,62,Floor 5,503,M
43e292d8-069b-4de3-996b-9e7a4a29d9b8,2022-02-01T08:56:10,MotionDetect,True,Motion,100,60,Floor 5,503,M
984d92ba-1a0c-4774-a545-b97e0214343a,2022-02-01T08:56:24,MotionDetect,False,Motion,100,64,Floor 5,503,M
299ea7fd-b746-48d3-acb9-61afabf16d71,2022-02-01T08:56:52,MotionDetect,True,Motion,100,62,Floor 5,503,M
1ce99cd2-e5ff-461d-b0ce-e96d50e2e7c3,2022-02-01T08:57:03,MotionDetect,True,Motion,100,86,Floor 5,503,MTH
471fdf57-8cdc-4813-8b6b-3b6b3cdeefba,2022-02-01T08:57:09,MotionDetect,False,Motion,100,64,Floor 5,503,M
99f9dd5e-36b6-40f8-b6a2-f69bf75a1af6,2022-02-01T08:58:12,MotionDetect,True,Motion,100,82,Floor 5,503,MTH
35bcbbd2-5b77-414f-9304-3aab6542e19c,2022-02-01T08:59:25,MotionDetect,True,Motion,100,84,Floor 5,503,MTH
74dc401e-08ca-47c8-8891-90310979ae44,2022-02-01T08:59:38,MotionDetect,True,Motion,100,38,Floor 5,503,M
3bc6083c-94d8-451c-84ba-2700a3575e5b,2022-02-01T09:00:01,MotionDetect,False,Motion,100,53,Floor 5,503,M
6aeccdc8-a9d0-43a3-a9a2-0e531ade007e,2022-02-01T09:00:05,MotionDetect,True,Motion,100,50,Floor 5,503,M
f37e227d-2e2b-4cd9-92b4-0adb9655a4b7,2022-02-01T09:00:39,MotionDetect,True,Motion,100,87,Floor 5,503,MTH
3d431fbc-4649-4f2c-b7e4-6fb2bf56313c,2022-02-01T09:01:11,MotionDetect,False,Motion,100,53,Floor 5,503,M
c9ea88dc-8f0b-4cec-b5d9-8542f87fd5c6,2022-02-01T09:01:17,MotionDetect,True,Motion,100,64,Floor 5,503,M
54c89757-6cf7-4a37-af8c-4150a8a9ff2a,2022-02-01T09:01:24,MotionDetect,False,Motion,100,64,Floor 5,503,M
460a2c95-8024-495a-bdec-19d10541990c,2022-02-01T09:01:30,MotionDetect,True,Motion,100,68,Floor 5,503,M
853f4a59-e683-4a59-87ea-86bd56d5d55a,2022-02-01T09:01:52,MotionDetect,True,Motion,100,81,Floor 5,503,MTH
623d525f-8587-4455-b796-a5e5032777bb,2022-02-01T09:01:59,MotionDetect,False,Motion,100,68,Floor 5,503,M
8c9d4304-32b9-4435-b23a-d1349306d04d,2022-02-01T09:02:04,MotionDetect,True,Motion,100,63,Floor 5,503,M
47258973-8b70-4520-8cee-5ff76cf42736,2022-02-01T09:02:24,DoorData,True,Door Position,100,77,Floor 5,503,D
3f59ce15-4dd4-4345-af01-03fe27f691d3,2022-02-01T09:02:28,MotionDetect,False,Motion,100,55,Floor 5,503,M
903430b0-9fa1-4377-be09-5c845c0efcdf,2022-02-01T09:51:07,DoorData,False,Door Position,100,86,Floor 5,503,D
b863a1d4-dc55-4c1b-b03c-65d5e8865f6c,2022-02-01T09:51:09,MotionDetect,True,Motion,100,62,Floor 5,503,M
f6086962-a649-47e9-975c-40ac7b53d461,2022-02-01T09:51:29,MotionDetect,False,Motion,100,67,Floor 5,503,M
1bc5b02a-1784-4454-9c10-67bf03358a79,2022-02-01T09:53:54,MotionDetect,True,Motion,100,66,Floor 5,503,M
434fee0e-2606-47f7-8b3f-92ab202e1e0d,2022-02-01T09:54:09,MotionDetect,False,Motion,100,65,Floor 5,503,M
57c62229-f149-4879-976a-67c7d03fd108,2022-02-01T09:54:37,MotionDetect,True,Motion,100,66,Floor 5,503,M
58f78832-4035-4100-9637-3ae66cc20893,2022-02-01T09:54:43,MotionDetect,True,Motion,100,87,Floor 5,503,MTH
075b1621-ef94-4e2c-85d6-2edc37c6c445,2022-02-01T09:54:51,MotionDetect,False,Motion,100,66,Floor 5,503,M
d0cbc485-4bdd-4db0-8e2d-45f2dfd4811f,2022-02-01T09:55:46,MotionDetect,True,Motion,100,75,Floor 5,503,MTH
11bba723-b48f-4943-b1b9-d9a2abd22d9f,2022-02-01T09:57:06,MotionDetect,True,Motion,100,69,Floor 5,503,MTH
ebb28787-fe72-4933-80de-f74bf93e8291,2022-02-01T09:58:43,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
a3ef4c54-d164-4c32-9803-78dde52d6a71,2022-02-01T09:59:48,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
84e32e83-2dc3-4b70-b239-5ab461d3fe5c,2022-02-01T10:01:13,MotionDetect,True,Motion,100,81,Floor 5,503,MTH
